74954,Advanced Projects III,ECE-GY,9941,Theoretical and/or experimental projects in various research areas in electrical and computer engineering. Projects assigned on basis of specialized interest and preparation of the student and conducted under guidance of a faculty member who is expert in the chosen subject. Oral presentation and/or a written report is required at the discretion of the adviser. | Prerequisite: Graduate Standing and at least one semester of coursework
72368,FLUID MECHANICS AND HYDRAULICS,CE-UY,2213,"The course examines the basic principles of fluid mechanics with beginning applications to hydraulic design. Topics include fluid properties, fluid statics, elementary fluid dynamics and Bernoulli equation, continuity, energy and momentum equations, and fluid kinematics. Additional topics are laminar and turbulent flow, boundary layer characteristics, drag and lift concepts (flow over immersed bodies), dimensional analysis, and fluid measurements. | Prerequisite: CE-UY 2133 or equivalent"
70039,Introduction to Engineering and Design,EG-UY,1003,"This course introduces selected aspects of the history, philosophy, methodology, tools and contemporary topics in engineering. Also included are basic engineering experimentation and data analysis, a team design project and analysis and presentation of engineering data and designs."
170405,WATER & WASTEWATER TREATMENT,CE-GY,7423,"The course covers the physical, chemical and biological principles of process design and treatment of water and wastewater. Topics include aeration, filtration, softening, chemical treatment, coagulation, occulation, desalination, and taste and odor control. | Co-requisite: CE-GY 7373."
171111,Readings in Electrical and Computer Engineering I,ECE-GY,9933,"This course requires a student to read advanced literature in a research field relevant to electrical and computer engineering, under guidance of a faculty member who is expert in the field. Oral presentation and a written report is required. Not more than 3 credits may be taken toward the master’s degree. A student must secure a project adviser before registration. | Prerequisite: Degree status."
233841,GUIDED STUDIES IN BUSINESS AND TECHNOLOGY MANAGEMENT,MG-UY,444X,Guided study under the guidance of a TMI faculty member of a topic or area related to business and technology management. Department Approval Require
233801,Vertically Integrated Projects,VIP-UY,3000,"The Vertically Integrated Projects courses are designed to allow select students to participate in ongoing research, innovation, design, and entrepreneurial projects within student teams, under the direction of faculty from within Tandon, and other schools of NYU. This is the zero-credit version of the course. These courses are open to students from the first to senior years, and students must apply to engage in a specific project in a given semester.  Decisions on acceptance will be made by the faculty advisors for the project, in consultation with the Director of the VIP Program.  Students must commit to at least three semesters of participation in VIP, either enrolling in VIP-UY 300X or VIP-UY 3000."
73783,General Physics Laboratory I,PH-UY,2121,"PH-UY 2121 General Physics Laboratory I (0.5:1:0:1). An introductory level experimental course. Fundamental laboratory experiments in classical mechanics and electrostatics. Stresses basic experimental techniques, error analysis, and written presentation of experiment results.  Experiments require progressively more detailed and sophisticated analysis. This laboratory class meets for three hours on alternate weeks. | Prerequisites: PH-UY 1013 and MA-UY 1124 or equivalent. Co-requisite: PH-UY 2023."
170760,SPECIAL TOPICS IN COMPUTER SCIENCE,CS-UY,394X,This variable-credit special topics course is for juniors and seniors. | Prerequisite: Department’s permission.
172654,MS THESIS IN TRANSPORTATION,TR-GY,997X,"Students electing to take a 6-credit MS Thesis commit to a significant individually guided research effort, resulting in a formally defended thesis report, bound in accordance with Institute requirements. | Prerequisites: MS degree status and permission of thesis adviser."
72825,Chemical Engineering Internship,CBE-UY,495X,"An internship is a supervised, professional work experience at a company. Qualifying internships must be engineering in nature. Internships taken for credit must be approved by a student’s academic advisor, and can be completed year-round and over multiple semesters. Students are required to submit reports as agreed upon with their academic advisor and company supervisor. | Prerequisites:adviser’s approval."
73583,Special Topics in Digital Media,DM-UY,4913,"This course, completed under the DM faculty guidance, may be repeated for credit on a different topic. By special permission of the program director, this course may be offered from time to time in subjects relevant to, but not regularly offered by, the Digital Media program. To suggest a subject, students must file a course syllabus or proposal with the program office."
70302,Wireless Communications,ECE-GY,6023,"This course covers the fundamentals of wireless communications including statistical descriptions of the wireless channel (path loss models, large-scale and small-scale fading), digital communication over fading channels (channel estimation, receiver design and performance, Shannon theory of time-varying channels, channel coding, diversity and related MAC-layer concepts), introduction to cellular systems and multiple access (frequency reuse, OFDM, CDMA, capacity analysis and basics of multiuser information theory) and MIMO communication.  Examples will be provided from state-of-the-art cellular and wireless LAN standards. | Prerequisites:  EL-GY 6013."
226966,Theory of Numbers,MA-UY,4014,"Divisibility and prime numbers. Linear and quadratic congruences. The classical number-theoretic functions. Continued fractions. Diophantine equations. | Prerequisites: C or better in MA-UY 1124, MA-UY 1424 or MA-UY1132"
72606,Application Security,CS-GY,9163,"This course addresses the design and implementation of secure applications. Concentration is on writing software programs that make it difficult for intruders to exploit security holes. The course emphasizes writing secure distributed programs in Java. The security ramifications of class, field and method visibility are emphasized. | Prerequisite: Gradute standing"
171113,ADVANCED PROJECT I,ECE-GY,9953,This course requires a student to conduct a theoretical and/or experimental project in a  research area in electrical and computer engineering. The project is chosen based on the student’s specialized interest and preparation and is guided by a faculty member who is expert in the chosen subject. Oral presentation or a written report is required at the adviser’s discretion. A student must secure a project adviser before registration. | Prerequisite: Degree status.
74920,Internship for MS II,CP-GY,9921,"Internship is a supervised, creative experience that provides full-time graduate students with the opportunity to enhance and augment classroom learning experiences in their field of study. The experience culminates in written reports, from the student, to the faculty supervisors as well as written reports from the supervisor. | Prerequisites: Advisor's approval and CP-GY 9911"
73967,BACHELOR'S THESIS IN CHEMICAL & BIOMOLECULAR ENGINEERING,CBE-UY,491X,"In this course, students plan original problem investigations in chemical and biomolecular engineering guided by a faculty supervisor. A thorough literature search is required. Special apparatus is constructed as required for experimental work. (X = 1, 2, 3 or 4 and designates the number of credits.) May be repeated up to a maximum of 8 credits. | Prerequisite: Adviser’s approval."
211454,Linear Algebra and Differential Equations,MA-UY,2034,"MA-UY 2034 is an introduction to ordinary differential equations and linear algebra. The course develops the techniques for the analytic and numeric solutions of ordinary differential equations (and systems) that are widely used in modern engineering and science. Linear algebra is used as a tool for solving systems of linear equations as well as for understanding the structure of solutions to linear (systems) of differential equations. Topics covered include the fundamental concepts of linear algebra such as Gaussian elimination, matrix theory, linear transformations, vector spaces, subspaces, basis, eigenvectors, eigenvalues and the diagonalization of matrices, as well as the techniques for the analytic and numeric solutions of ordinary differential equations (and systems) that commonly appear in modern engineering and science. | Prerequisite: MA-UY 1124, MA-UY 1424 or MA-UY 1132. Note: Not open to students who have taken MA-UY 3044 or MA-UY 3054 or MA-UY 3083 or MA-UY 4204."
170832,ADVANCED PROJECT IN COMPUTER SCIENCE,CS-GY,9963,This course permits the student to perform research in computer science with a narrower scope than a master’s thesis. Acceptance of a student by a faculty adviser is required before registration. A project report and an oral examination on it are required. | Prerequisite: Graduate status.
73607,Engineering and Technology Forum,EG-UY,1001,"In this course the notion of invention, innovation and entrepreneurship (i2e) is introduced to the students’ educational experience. Students will be exposed to elements of a research-intensive institution and diverse research performed by leading engineers, scientists, inventors and entrepreneurs."
171923,ECONOMICS AND STRATEGY,MG-GY,6023,"This is a course in Economics, Strategy and the Firm with a primary focus on the needs of managers. It draws upon a range of concepts and tools from the fields of Industrial Organization and Strategic Management to review the cognitive building blocks that provide an economic foundation to strategic thinking. Strategy is ultimately about value creation and capture of economic value. Value-based strategies show that a firm that introduces a technological innovation creates value, and if it fails to protect it from competition it will be driven out of business. This basic level of insight is linked to the rich tradition in economics to untangle some ambiguities surrounding these concepts and provide a deeper understanding of strategic decisions made by managers within the bounds imposed by competition.  | Prerequisite(s):   Graduate Standing"
73965,CHEMICAL ENGINEERING PROJECT,CBE-UY,481X,"Students and faculty supervisors select independent chemical and biomolecular engineering projects. Not open to honors or senior thesis students. (X = 1, 2, 3 or 4 and designates the number of credits.) May be repeated up to a maximum of 8 credits.  | Prerequisite: Adviser’s approval."
72761,Electrical Engineering Design Project II,ECE-UY,4223,"In this concluding phase of the Design Project, students and their advisers continue to work on the independent project begun in the previous semester. The final project builds upon analytical and laboratory skills developed in previous required and elective courses. The project may be an individual one, or may be carried out by a student team working with a faculty group adviser. The final Capstone Project also may be a multidisciplinary project carried out with students from other departments. | Prerequisite: EE-UY 41X3. ABET competencies: a, b, c, d, e, f, g, h, i, j, k."
171689,MS THESIS IN MATH,MA-GY,997X,"In this course, students present a thesis of independent investigation of a suitable problem in mathematics. Study must include adequate investigation of existing literature relating to the subject. Regular reports on progress of work and regular conferences with assigned faculty adviser are required. | Note: Re-registration fee, any part: 3-credit charge. Prerequisite: Degree status."
72516,INDEPENDENT STUDY,MA-UY,492X,"In this course, students read, study and investigate selected topics in mathematics.  Students discuss and present problems. | Prerequisite: departmental adviser’s approval."
72403,FUND. OF ELECTRIC CIRCUITS,ECE-UY,2004,"Fundamentals of Circuits includes circuit modeling and analysis techniques for AC, DC and transient responses. Independent and dependent sources, resistors, inductors and capacitors are modeled. Analysis techniques include Kirchhoff’s current and voltage laws, current and voltage division. Thevenin and Norton theorems, nodal and mesh analysis, and superposition. Natural and forced responses for RLC circuits, sinusoidal steady-state response and complex voltage and current (phasors) are analyzed. Alternate-week laboratory. A minimum of C- is required for students majoring in EE. Objective: fundamental knowledge of DC and AC circuit analysis. | Co-requisites for Brooklyn Engineering Students: (MA-UY 2034 or MA-UY 3044) and PH-UY 2023 | Prerequisites for Abu Dhabi Students: SCIEN-AD 110, MATH-AD 116, and MATH-AD 121. ABET competencies a, c, e, k."
213441,Wireless Information Systems Laboratory II,ECE-UY,4283,"This course includes hands-on experience with a combination of laboratory experiments, lectures and projects relating to basic and advanced topics in wireless communications. Specific topics include mixers, IQ modulation, phase locked loops, receiver design, PN code acquisition, smart antennas and RFID. | Prerequisite: EE-UY 4183"
213439,Introduction to Modern Optics,ECE-UY,3474,"This course covers the physics of optics using both classical and semi-classical descriptions. The classical and quantum interactions of light with matter. Diffraction of waves and wave packets by obstacles. Fourier transform optics, holography, Fourier transform spectroscopy. Coherence and quantum aspects of light. Geometrical optics. Matrix optics. Crystal optics. Introduction to electro-optics and nonlinear optics. | Prerequisite: PH-UY 2004 or PH-UY 2033."
171345,Design for Manufacturability,IE-GY,7923,"This course introduces concepts and techniques for economical, functionally sound and high-quality product design for manufacture. Emphasis is on designing for easy assembly, manually and with robotics and on the effective use of plastics to reduce manufacturing costs. Managerial and organizational approaches and case studies of successful designs are reviewed. | Also listed under MN-GY 7923."
171115,MS THESIS IN ELECTRICAL & COMPUTER ENGINEERING DEPARTMENT,ECE-GY,997X,"The student is required to conduct a theoretical and/or experimental project in a research area in electrical engineering, computer engineering, electrophysics, system engineering, or telecommunication networks. The project is chosen based on the student’s specialized interest and preparation and is guided by a faculty member who is expert in the chosen subject. Oral-thesis defense and formal, bounded thesis are required. Registration of at least 6 credits over continuous semesters is required. A student must secure a thesis adviser before registration. | Prerequisite: Degree status."
171117,PHD DISSERTATION IN ELECTRICAL ENGINEERING DEPT,ECE-GY,999X,The dissertation is an original investigation of an electrical-engineering problem. The work must demonstrate creativity and include features of originality and utility worthy of publication in a recognized journal. Candidates must successfully defend their dissertations orally and submit a bounded thesis. Registration of at least 21 credits over continuous semesters is required. | Prerequisite: Passing PhD qualifying examination.
170834,PHD DISSERTATION IN COMPUTER SCIENCE,CS-GY,999X,"The dissertation is an original investigation of a computer-science problem. The dissertation must demonstrate creativity and include features of originality and utility worthy of publication in a recognized journal. Candidates must orally defend their dissertations successfully. Registration of 21 credits and continuous dissertation registration are required. | Prerequisites: Graduate standing, and Passing of a qualifying examination and approval of the Department of Computer Science and Engineering."
74300,BLOOMBERG CERTIFICATION,FRE-GY,5500,"This course tracks the requirement for the self-paced, self-taught Bloomberg certification to be completed through a Bloomberg terminal. | Prerequisite:  Graduate Financial Risk Engineering students only"
209357,Urban Science Intensive I,CUSP-GX,5005,"The Urban Science Intensive (USI I) is part of a two-semester capstone
sequence that is the experiential learning focus of the program.  USI I
takes place over 14 weeks in the Spring semester and prepares students for
delivering Capstone Projects in the summer. The core of the course is
team-based work on a real-world urban problem, combining problem
identification and evaluation, data collection and analysis, data
visualization and communication, and finally, solution formulation and
testing. This project-based course begins with the Social Impact Project,
where students are introduced and immersed in problem definition and
project delivery skills.  The course also lays the foundation for the
Capstone Projects, where students work on integrated teams with Agency and
Industry Partners, immersed in the public aspects of the project. *

*The Urban Science Intensive I course introduces students to their projects
and the Agency and Industry mentors involved and develops team-building;
students meet with various officials at the relevant agencies and industry
partners, tour relevant projects and facilities, and begin to engage the
community; student teams define the problem and craft a strategy to
identify solutions, inventory available and needed datasets, and explore
possibilities for new instrumentation and citizen engagement to support
project objectives. This course involves a combination of lectures, student
team project work, in-class group work, site visits, and guest speakers."
234264,Vertically Integrated Projects,VIP-GY,5001,"The Vertically Integrated Projects (VIP) courses are designed to allow select students to participate in ongoing research, innovation, design, and entrepreneurial projects within student teams, under the direction of faculty from within Tandon, and other schools of NYU. There is currently an undergraduate version of the course (VIP-UY 300X) with different sections for each project; the graduate VIP course and sections will align with the existing undergraduate VIP course structure. Students must apply to engage in a specific project. Decisions on acceptance will be made each semester by the faculty advisors for the project, in consultation with the VIP Program Management. Graduate students in 5000-level VIP sections will utilize their strong foundations within their disciplines, will pursue needed knowledge and skills, will make meaningful contributions to the team, and will take on significant responsibilities in technical areas and/or team leadership. Department & advisor approval required."
171879,Guided Readings I,ME-GY,9013,"These readings are open to qualified graduate students interested in special advanced topics. Directed study includes analytical work and/or laboratory investigations. | Prerequisite: Graduate standing, adviser and instructor approval."
73523,SELECTED TOPICS IN INFRASTRUCTURE SYSTEMS,CE-GY,7983,This course examines topics of current interest in infrastructure systems. Topics vary with each offering and are disseminated before the semester of offering.  | Prerequisite: Instructor's Permission
74235,MS THESIS IN APPLIED PHYSICS,PH-GY,997X,Independent research project performed under guidance of thesis advisor. Bound thesis volume and oral defense in presence of at least three faculty members. Continuous registration with total 9 credits required.
225131,Data Structures and Algorithms,CS-UY,1134,This course covers abstract data types and the implementation and use of standard data structures along with fundamental algorithms and the basics of algorithm analysis. Not open to students who have taken CS-UY 2134. | Prerequisite for Brooklyn Students: CS-UY 1114 or CS-UY 1123 (C- or better) | Prerequisite for Abu Dhabi Students: CS-UH 1001 or ENGR-UH 1000 | Prerequisite for Shanghai Students: CSCI-SHU 101 | Corequisite for all Students: EX-UY 1
232050,BIOSTATISTICS,BMS-UY,3513,"The course will cover both classical and modern computer-intensive statistical methods. Applications to the analysis of laboratory data will include problems commonly encountered in bioinformatics, genomics, molecular biology, systems biology and medicine. Data sets will be analyzed in the context of hypotheses underlying the experiments in which they were generated. No previous background in statistics is required. | Prerequisites: MA-UY 1124 and (CS-UY 1133 or CS-UY 1113 or CS-UY 1114) or Instructor's/Advisor's permission"
226971,Differential Geometry,MA-UY,4674,"The differential properties of curves and surfaces. Introduction to manifolds and Riemannian geometry. | Prerequisites: C or better in (MA-UY 2114 or MA-UY 2514) and (MA-UY 3044, MA-UY 3054 or MA-UY 3113)."
72770,Introduction to Civil Engineering,CE-UY,1002,"This course introduces the student to the profession and practice of civil engineering. Course topics include: the principal subdisciplines of civil engineering and their relationship to urban and regional infrastructure; professional ethics and the responsibilities of engineers to their profession and to the general public; communication and technical skills required for success in the discipline; and principles of sustainable development. The course includes a laboratory on computer-aided design, geographic information systems, and surveying. | Prerequisite: Students from other than the Civil and Urban Engineering department or Sustainable Urban Environments program must obtain permission from the CUE program advisor."
211455,Calculus III: Multi-Dimensional Calculus,MA-UY,2114,"Vectors in the plane and space. Partial derivatives with applications, especially Lagrange multipliers. Double and triple integrals. Spherical and cylindrical coordinates. Surface and line integrals. Divergence, gradient, and curl. Theorems of Gauss and Stokes. | Prerequisite: MA-UY 1124 or MA-UY 1424 or MA-UY 1132. Anti-requisite: MA-UY 2514"
233797,ROBOTIC MANIPULATION AND LOCOMOTION,ROB-UY,2004,"This class introduces basic notions of robotics, from sensors and actuators to kinematics, dynamics, motion planning and control with specific example applications for object manipulation and legged locomotion. Basic algorithms necessary for any robotics practitioner interested in robots with arms and legs are studied in the class. A special emphasis is made on providing a practical experience to students, with a laboratory enabling the implementation of the learned concepts in real applications. Background in calculus, physics, linear algebra and programming are necessary to follow the class. | Prerequisite: CS-UY 1114 and MA-UY 2034 and PH-UY 1013 or equivalents (see Minor in Robotics)"
170457,Construction Cost Estimating,CE-GY,8263,"This course covers estimating and cost control from the viewpoint of contractors and construction engineers; details of estimating with emphasis on labor, materials, equipment and overhead. Also listed as MG-GY 8263.  | Prerequisite: Graduate Standing"
73363,Penetration Testing and Vulnerability Analysis,CS-GY,6573,"This advanced course in computer and network security focuses on penetration testing and vulnerability analysis. It introduces methodologies, techniques and tools to analyze and identify vulnerabilities in stand-alone and networked applications. | Prerequisites: Graduate standing and CS-GY 6823"
73226,Market Risk Management and Regulation,FRE-GY,6731,"This course covers quantitative methods of measurement and management of market risk as well as regulatory aspects of market risk management including both the current framework of Basel 2, 2.5, and 3 and the future methodology of FRTB. As the final project students produce a fully developed risk management system that includes risk calculations (sensitivities, VaR, Stressed VaR, Stress Analysis) on individual position and portfolio levels. | Co-requisite: FRE-GY 6711 and Graduate Standing."
73367,Guided Studies in Biomedical Engineering,BE-GY,871X,"Under faculty supervision, students study selections, analyses, solutions and presentations of biomedical engineering reports for problems in products, processes or equipment design, or other fields of biomedical-engineering practices. Conferences are scheduled. Master’s degree candidates are required to submit three unbound copies of their reports to advisers one week before the last day of classes. | Prerequisite: degree status."
72963,Automatic Control,ME-UY,3413,"The course examines dynamic system modeling, analysis and feedback control design with extensive, hands-on computer simulation. Topics: Modeling and analysis of dynamic systems. Description of interconnected systems via transfer functions and block/signal flow diagrams. System response characterization as transient and steady-state responses and error considerations. Stability of dynamical systems: Routh- Hurwitz criterion and Nyquist criterion. Graphical methods for dynamical system analysis and design: root locus and Bode plot. Computer-aided feedback control design for mechanical, aerospace, robotic, thermo-fluid and vibratory systems. | Prerequisite for Brooklyn Students: ME-UY 3513, Co-requisite: ME-UY 3411 | Prerequisite for Abu Dhabi Students: ENGR-UH 3110, Co-requisite: ME-UY 3411"
72226,INTRO TO PROGRAMMING & PROBLEM SOLVING,CS-UY,1114,"This course introduces problem solving and computer programming and is for undergraduate Computer Science and Computer Engineering majors who have limited prior experience in programming in any language.  The course covers fundamentals of computer programming and its underlying principles using the Python programming language.  Concepts and methods introduced in the course are illustrated by examples from various disciplines.  ABET competencies: a,b,c, e, f, g, k | Corequisite: EX-UY 1; Anti-requisite: CS-UY 1113"
170995,VLSI System and Architecture Design,ECE-GY,6443,"This course continues from EL-GY 6473 and covers top-down VLSI design using VHDL including structural design, modeling, algorithmic and register level design, synthesis, prototyping and implementation using FPGAs and methods to design for test (DFT). This course provides a solid background and hands-on experiences with the CMOS VLSI design process in which custom design techniques (covered in EL-GY 6473) are married with HDL synthesis to produce complex systems. Students complete a project covering design partitioning, placement and routing, automated synthesis and standard cell design and use. The course explores how these techniques are used in designing ASICs, System-on-Chips (SoC) and advanced microprocessors. | Prerequisite: EL-GY 6473."
72227,General Chemistry for Engineers,CM-UY,1003,"This is a one-semester introductory lecture course in general chemistry. It covers chemical equations, stoichiometry, thermodynamics, gases, atomic and molecular structure, periodic table, chemical bonding, states of matter, chemical equilibrium, organic, inorganic and polymeric materials and electrochemistry. It is a foundation course for most engineering and science majors. | Corequisite: EX-UY 1"
232013,PROGRAMMING FOR BUSINESS INTELLIGENCE AND ANALYTICS,MG-GY,8401,"Data will increasingly drive business decisions across industries. While statistics provides methods for analyzing, forecasting and evaluating data, programming provides methods for extracting, manipulating and visualizing data. This 1.5 credit course will meet for 7 weeks throughout the semester to complement Statistics for Business Analysts. Through a focus on case studies, students will gain the programming experience needed for electives in several knowledge areas pertinent to data science. By learning integrative approaches to formulating problems, students can take programming out of the lab and into industry."
72483,Fundamentals of Electronics I,ECE-UY,3114,"This course focuses on circuit models and amplifier frequency response, op-amps, difference amplifier, voltage-to-current converter, slew rate, full-power bandwidth, common-mode rejection, frequency response of closed-loop amplifier, gain-bandwidth product rule, diodes, limiters, clamps and semiconductor physics. Other topics include Bipolar Junction Transistors; small-signal models, cut-off, saturation and active regions; common emitter, common base and emitter-follower amplifier configurations; Field-Effect Transistors (MOSFET and JFET); biasing; small-signal models; common-source and common gate amplifiers; and integrated circuit MOS amplifiers. The alternate-week laboratory experiments on OP-AMP applications, BJT biasing, large signal operation and FET characteristics. The course studies design and analysis of operational amplifiers; small-signal bipolar junction transistor and field-effect transistor amplifiers; diode circuits; differential pair amplifiers and semiconductor device- physics fundamentals. | Prerequisites for Brooklyn Engineering Students: EE-UY 2024 or EE-UY 2004 (C- or better) and PH-UY 2023 | Prerequisites for Abu Dhabi Students: ENGR-AD 214 and SCIEN-AD 110. | Prerequisites for Shanghai Students: EENG-SHU 251 (C- or better) and PHYS-SHU 93 or CCSC-SHU 51.  ABET competencies a, b, c, e, k."
227296,Big Data,CS-GY,6513,"Big Data requires the storage, organization, and processing of data at a scale and efficiency that go well beyond the capabilities of conventional information technologies.  In this course, we will study the state of art in big data management: we will learn about algorithms, techniques and tools needed to support big data processing.  In addition, we will examine real applications that require massive data analysis and how they can be implemented on Big Data platforms.  The course will consist of lectures based both on textbook material and scientific papers.  It will include programming assignments that will provide students with hands-on experience on building data-intensive applications using existing Big Data platforms, including Amazon AWS.  Besides lectures given by the instructor, we will also have guest lectures by experts in some of the topics we will cover. Students should have experience in programming: Java, C, C++, Python, or similar languages, equivalent to two introductory courses in programming, such as “Introduction to Programming” and “Data Structures and Algorithms."
72949,Aerospace Propulsion,AE-UY,4633,"This course looks at operation, performance and design methods for flight-vehicle propulsion, air-breathing engines, ramjets, turbojets, turbofans and their components, elements of solid and liquid rocket-propulsion systems. | Prerequisite: AE 4603."
231206,UNDERGRADUATE INTERNSHIP I,CP-UY,2013,"The Undergraduate Internship Experience is a supervised, creative experiential learning opportunity that provides full-time undergraduate students with professional training and hands-on experience. Students gain firsthand work experience, learn how to operate within a professional setting, enhance and augment classroom learning experiences in their field of study and develop the skills and knowledge that will help them in pursuing employment after graduation. The experience culminates in written reports, from the student, to the faculty supervisors as well as written reports from the supervisor. Advisor Approval, Job Offer and Description on Company Letterhead.  Affidavit of Employment and Time Sheets."
212446,Applied Data Science,CUSP-GX,6001,"This course equips students with the skills and tools necessary to
   address applied data science problems with a specific emphasis on urban
   data. Building on top of the Principles of Urban Informatics (prerequisite
   for the class) it further introduces a wide variety of more advanced
   analytic techniques used in urban data science, including advanced
   regression analysis, time-series analysis, Bayesian inference, foundations
   of deep learning and network science. The course will also contain a team
   data analytics project practice. After this class the students should be
   able to formulate a question relevant to urban data science, find and
   curate an appropriate data set, identify and apply analytic approaches to
   answer the question, obtain the answer and interpret it with respect to its
   certainty level as well as the limitations of the approach and the data."
231884,ANALYSIS OF DETERMINATE STRUCTURES,CE-UY,2143,"This course offers in-depth coverage of the basic concepts of analysis of determinate structures, topics include elastic deflections of trusses, beams and frame structures. Influence lines for statically determinate structures, and behavior of short and tall columns. Stress and strain distribution in composite beams. | Prerequisite: CE-UY 2133 or equivalent with a grade of C or better."
74637,NEXT GENERATION SEQUENCE ANALYSIS FOR BIOINFORMATICS,BI-GY,7653,"The online course is aimed at developing practical bioinformatics skills of next generation sequencing analysis.  Students will be introduced to current best practices and in high-throughput sequence data analysis and they will have the opportunity to analyze real data in a high-performance Unix-based computing environment. Special attention will be given to understand the advantages, limitations, and assumptions of most widely bioinformatics methods and the challenges involved in the analysis of large scale datasets. Some of the topics that will be covered include, current sequencing platforms, data formats (FASTA, SAM, BAM, VCF), sequence alignment, sequence assembly, variant calling, RNA-seq analysis, and their biological applications. Students enroll into this course should have knowledge of Basic of programming, unix tools, and shell scripting."
171520,Applied Statistics,MA-UY,4114,"An introduction to the mathematical foundations and techniques of modern statistical analysis for the interpretation of data in the quantitative sciences. Mathematical theory of sampling; normal populations and distributions; chi-square, t, and F distributions; hypothesis testing; estimation; confidence intervals; sequential analysis; correlation, regression; analysis of variance. Applications to the sciences. Use of Matlab for doing computations of the statistical measures listed above. | Prerequisite: MA-UY 3014 or MA-UY 2233 or MA-UY 3514"
72617,Proteomics for Bioinformatics,BI-GY,7543,"The online proteomics course contributes an application focused specialty class to the bioinformatics curriculum. It will be a tour-de-force of modern proteomics methods and analysis in the context of practical research and clinical applications. The course will teach fundamentals, applications, experiments and predictions in parallel. Thus, each week will include a mix of interactive approaches from background learning, to understanding experimental methodology pro and con, to software usage and sophisticated bioinformatics approaches to prediction. Limitations and complementary of prediction methods will be emphasized. It is desirable (but not required) for students to complete a Biochemistry course before taking this course. | Prerequisites: Bioinformatics I."
73359,DISSERTATION LEVEL RESEARCH,CE-GY,998X,"This course involves an independent, original investigation that demonstrates  creativity and scholarship worthy of publication in a recognized engineering journal. Registration for a minimum of 6 credits is required before registering for CE-GY 9998. Registration for 3-6 credits per semester is permitted before the successful completion of the doctoral qualifying examinations. | Prerequisites: degree status and approval of the dissertation adviser."
72283,Real Time Embedded Systems,ECE-GY,6483,"This course provides an overview of the unique concepts and techniques needed to design and implement computer systems having real-time response requirements in an embedded environment. It contrasts the concepts and techniques of real time and embedded systems with those of more traditional computer systems. Topics include: Basic concepts of real time and embedded systems, hardware features, programming languages, real time operating systems, synchronization techniques, performance optimization and current trends in real time and embedded systems such as incorporating internet connectivity. | Prerequisite: Knowledge of C, Pascal or other programming language and a basic understanding of computer architecture."
172290,Astronomy and Astrophysics,PH-UY,2813,"This course covers historical development of observational astronomy. Traditional and modern observational techniques. Theories of formation and evolution of stars, planets and galaxies. Current developments in astronomy, cosmology and astrophysics. | Prerequisites: PH-UY 2131 and PH-UY 2033."
